pcd,pcd2,pcds,dointr,doterm,oscty,ced,oslaua,osward,parish,usertype,oseast1m,osnrth1m,osgrdind,oshlthau,nhser,ctry,rgn,streg,pcon,eer,teclec,ttwa,pct,itl,statsward,oa01,casward,npark,lsoa01,msoa01,ur01ind,oac01,oa11,lsoa11,msoa11,wz11,sicbl,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,icb,oa21,lsoa21,msoa21
"AB1 2EZ","AB1  2EZ","AB1 2EZ","199308","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393795","0805814","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001521","01C27","S99999999","S01000100","S02000018","1","2B2","S00090572","S01006582","S02001249","S34002969","S03000012","S99999999","S99999999","1","2C1",57.143177,-2.104170,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2FA","AB1  2FA","AB1 2FA","199410","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393961","0806016","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001527","01C27","S99999999","S01000109","S02000018","1","2A1","S00090579","S01006586","S02001249","S34000033","S03000012","S99999999","S99999999","1","2B1",57.144994,-2.101432,"S99999999","","S23000009",3228,"S99999999","S99999999","","",""
"AB1 2FB","AB1  2FB","AB1 2FB","197308","199201","S99999999","S99999999","S12000033","S13002842","S99999999","0","394730","0806270","8","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001616","01C28","S99999999","S01000108","S02000022","1","2A1","S00090677","S01006637","S02001259","S34000046","S03000012","S99999999","S99999999","1","2B1",57.147285,-2.088729,"S99999999","","S23000009",2463,"S99999999","S99999999","","",""
"AB1 2FD","AB1  2FD","AB1 2FD","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394072","0805840","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000073","01C27","S99999999","S01000098","S02000018","1","2A2","S00089035","S01006587","S02001250","S34003111","S03000012","S99999999","S99999999","1","2C2",57.143414,-2.099593,"S99999999","","S23000009",1562,"S99999999","S99999999","","",""
"AB1 2FF","AB1  2FF","AB1 2FF","198904","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393896","0805692","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001522","01C27","S99999999","S01000098","S02000018","1","2A1","S00090574","S01006590","S02001250","S34003029","S03000012","S99999999","S99999999","1","2C3",57.142083,-2.102498,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2FG","AB1  2FG","AB1 2FG","198610","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393784","0805790","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000075","01C27","S99999999","S01000100","S02000018","1","2A1","S00089037","S01006582","S02001249","S34002969","S03000012","S99999999","S99999999","1","2B1",57.142961,-2.104351,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2FH","AB1  2FH","AB1 2FH","199009","199512","S99999999","S99999999","S12000033","S13002846","S99999999","0","393780","0805730","8","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001521","01C27","S99999999","S01000100","S02000018","1","2B2","S00090572","S01006582","S02001249","S34002969","S03000012","S99999999","S99999999","1","2C1",57.142422,-2.104416,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2FJ","AB1  2FJ","AB1 2FJ","199201","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393529","0805578","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001525","01C27","S99999999","S01000100","S02000018","1","2A1","S00090577","S01006582","S02001249","S34002995","S03000012","S99999999","S99999999","1","2B1",57.141053,-2.108559,"S99999999","","S23000009",3921,"S99999999","S99999999","","",""
"AB1 2FL","AB1  2FL","AB1 2FL","199302","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393546","0805409","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001508","01C38","S99999999","S01000088","S02000016","1","2A1","S00090557","S01006595","S02001251","S34002995","S03000012","S99999999","S99999999","1","2B1",57.139536,-2.108274,"S99999999","","S23000009",6116,"S99999999","S99999999","","",""
"AB1 2FN","AB1  2FN","AB1 2FN","199302","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393439","0805579","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001516","01C27","S99999999","S01000094","S02000018","1","2A1","S00090567","S01006583","S02001249","S34002995","S03000012","S99999999","S99999999","1","2B1",57.141061,-2.110046,"S99999999","","S23000009",5250,"S99999999","S99999999","","",""
"AB1 2FP","AB1  2FP","AB1 2FP","199302","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393379","0805575","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001514","01C27","S99999999","S01000094","S02000018","1","2A1","S00090564","S01006583","S02001249","S34003095","S03000012","S99999999","S99999999","1","2B1",57.141024,-2.111038,"S99999999","","S23000009",5250,"S99999999","S99999999","","",""
"AB1 2FR","AB1  2FR","AB1 2FR","199410","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393321","0805547","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001515","01C27","S99999999","S01000094","S02000018","1","2A1","S00090566","S01006583","S02001249","S34003095","S03000012","S99999999","S99999999","1","2B1",57.140772,-2.111995,"S99999999","","S23000009",5250,"S99999999","S99999999","","",""
"AB1 2HA","AB1  2HA","AB1 2HA","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393865","0805966","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001530","01C28","S99999999","S01000098","S02000018","1","2A1","S00090582","S01006587","S02001250","S34003003","S03000012","S99999999","S99999999","1","2B1",57.144544,-2.103017,"S99999999","","S23000009",1562,"S99999999","S99999999","","",""
"AB1 2HB","AB1  2HB","AB1 2HB","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393814","0805978","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001530","01C28","S99999999","S01000098","S02000018","1","2A1","S00090582","S01006587","S02001250","S34003003","S03000012","S99999999","S99999999","1","2B1",57.144651,-2.103860,"S99999999","","S23000009",1562,"S99999999","S99999999","","",""
"AB1 2HD","AB1  2HD","AB1 2HD","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393997","0805873","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000073","01C27","S99999999","S01000098","S02000018","1","2A2","S00089035","S01006587","S02001250","S34003111","S03000012","S99999999","S99999999","1","2C2",57.143710,-2.100833,"S99999999","","S23000009",1562,"S99999999","S99999999","","",""
"AB1 2HE","AB1  2HE","AB1 2HE","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393955","0805910","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001522","01C27","S99999999","S01000098","S02000018","1","2A1","S00090573","S01006590","S02001250","S34003029","S03000012","S99999999","S99999999","1","2B1",57.144042,-2.101528,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2HF","AB1  2HF","AB1 2HF","199111","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393944","0805911","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001522","01C27","S99999999","S01000098","S02000018","1","2A1","S00090573","S01006590","S02001250","S34003029","S03000012","S99999999","S99999999","1","2B1",57.144051,-2.101710,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2HG","AB1  2HG","AB1 2HG","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393972","0805833","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000074","01C27","S99999999","S01000098","S02000018","1","2A1","S00089036","S01006590","S02001250","S34003111","S03000012","S99999999","S99999999","1","2B1",57.143350,-2.101245,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2HH","AB1  2HH","AB1 2HH","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393942","0805809","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001522","01C27","S99999999","S01000098","S02000018","1","2A1","S00090574","S01006590","S02001250","S34003029","S03000012","S99999999","S99999999","1","2C3",57.143134,-2.101741,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2HJ","AB1  2HJ","AB1 2HJ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393928","0805756","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001522","01C27","S99999999","S01000098","S02000018","1","2A1","S00090574","S01006590","S02001250","S34003029","S03000012","S99999999","S99999999","1","2C3",57.142658,-2.101971,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2HL","AB1  2HL","AB1 2HL","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393997","0805766","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000074","01C27","S99999999","S01000098","S02000018","1","2A1","S00089036","S01006590","S02001250","S34003111","S03000012","S99999999","S99999999","1","2B1",57.142749,-2.100831,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2HN","AB1  2HN","AB1 2HN","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393965","0805731","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000074","01C27","S99999999","S01000098","S02000018","1","2A1","S00089036","S01006590","S02001250","S34003111","S03000012","S99999999","S99999999","1","2B1",57.142434,-2.101359,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2HP","AB1  2HP","AB1 2HP","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393985","0805657","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000071","01C27","S99999999","S01000098","S02000018","1","2A1","S00089033","S01006590","S02001250","S34002969","S03000012","S99999999","S99999999","1","2C2",57.141769,-2.101026,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2HQ","AB1  2HQ","AB1 2HQ","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393952","0805667","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000071","01C27","S99999999","S01000098","S02000018","1","2A1","S00089033","S01006590","S02001250","S34002969","S03000012","S99999999","S99999999","1","2C2",57.141859,-2.101572,"S99999999","","S23000009",2720,"S99999999","S99999999","","",""
"AB1 2HR","AB1  2HR","AB1 2HR","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393998","0805602","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000051","01C27","S99999999","S01000098","S02000018","1","2A2","S00089011","S01006587","S02001250","S34002969","S03000012","S99999999","S99999999","1","2B1",57.141276,-2.100810,"S99999999","","S23000009",1562,"S99999999","S99999999","","",""
"AB1 2HS","AB1  2HS","AB1 2HS","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393972","0805589","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000051","01C27","S99999999","S01000098","S02000018","1","2A2","S00089011","S01006587","S02001250","S34002969","S03000012","S99999999","S99999999","1","2B1",57.141158,-2.101239,"S99999999","","S23000009",1562,"S99999999","S99999999","","",""
"AB1 2HT","AB1  2HT","AB1 2HT","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","394015","0805543","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001325","01C38","S99999999","S01000093","S02000016","1","2A1","S00090359","S01006591","S02001251","S34002969","S03000012","S99999999","S99999999","1","2A3",57.140746,-2.100528,"S99999999","","S23000009",4598,"S99999999","S99999999","","",""
"AB1 2HU","AB1  2HU","AB1 2HU","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393859","0805986","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001527","01C27","S99999999","S01000109","S02000018","1","2A1","S00090579","S01006586","S02001249","S34000033","S03000012","S99999999","S99999999","1","2B1",57.144723,-2.103117,"S99999999","","S23000009",3228,"S99999999","S99999999","","",""
"AB1 2HW","AB1  2HW","AB1 2HW","197308","198011","S99999999","S99999999","S12000033","S13002846","S99999999","0","393850","0806000","8","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001527","01C27","S99999999","S01000109","S02000018","1","2A1","S00090579","S01006586","S02001249","S34000033","S03000012","S99999999","S99999999","1","2B1",57.144849,-2.103266,"S99999999","","S23000009",3228,"S99999999","S99999999","","",""
"AB1 2HX","AB1  2HX","AB1 2HX","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393982","0805540","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001325","01C38","S99999999","S01000093","S02000016","1","2A1","S00090359","S01006591","S02001251","S34002969","S03000012","S99999999","S99999999","1","2A3",57.140718,-2.101073,"S99999999","","S23000009",4598,"S99999999","S99999999","","",""
"AB1 2HY","AB1  2HY","AB1 2HY","198001","199606","S99999999","S99999999","S12000033","S13002846","S99999999","0","393936","0806002","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001527","01C27","S99999999","S01000109","S02000018","1","2A1","S00090579","S01006586","S02001249","S34000033","S03000012","S99999999","S99999999","1","2B1",57.144868,-2.101845,"S99999999","","S23000009",3228,"S99999999","S99999999","","",""
